base_url,entity_text,structure_url,entity_name,rayon_name
https://www.gov.kz/memleket/entities/abay-aksuat-qymkol,abay-aksuat-qymkol,https://www.gov.kz/memleket/entities/abay-aksuat-qymkol/about/structure?lang=ru,Аппарат акима Кумгольского сельского округа района Аксуат области Абай,abay-aksuat-qymkol
https://www.gov.kz/memleket/entities/abay-aksuat-kindikti,abay-aksuat-kindikti,https://www.gov.kz/memleket/entities/abay-aksuat-kindikti/about/structure?lang=ru,Аппарат акима Киндиктинского сельского округа района Аксуат области Абай,abay-aksuat-kindikti
https://www.gov.kz/memleket/entities/abay-aksuat-kokzhyra,abay-aksuat-kokzhyra,https://www.gov.kz/memleket/entities/abay-aksuat-kokzhyra/about/structure?lang=ru,Аппарат акима Кокжиринского сельского округа района Аксуат области Абай,abay-aksuat-kokzhyra
https://www.gov.kz/memleket/entities/abay-aksuat-district,abay-aksuat-district,https://www.gov.kz/memleket/entities/abay-aksuat-district/about/structure?lang=ru,Аппарат акима Аксуатского сельского округа,abay-aksuat-district
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4865/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4865/1/about/structure?lang=ru,Аппарат Акима Шолпанского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4864/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4864/1/about/structure?lang=ru,Аппарат Акима Урджарского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4863/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4863/1/about/structure?lang=ru,Аппарат Акима Салкынбельского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4862/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4862/1/about/structure?lang=ru,Аппарат Акима Науалинского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4861/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4861/1/about/structure?lang=ru,Аппарат Акима Баркытбельского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4858/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4858/1/about/structure?lang=ru,Аппарат Акима Колдененского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4853/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4853/1/about/structure?lang=ru,Аппарат Акима Коныршаулинского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4846/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4846/1/about/structure?lang=ru,Аппарат Акима Кокозекского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4834/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4834/1/about/structure?lang=ru,Аппарат Акима Каракольского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4816/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4816/1/about/structure?lang=ru,Аппарат Акима Жогаргы Егинсуйского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4815/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4815/1/about/structure?lang=ru,Аппарат Акима Ельтайского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4814/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4814/1/about/structure?lang=ru,Аппарат Акима Егинсуского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4813/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4813/1/about/structure?lang=ru,Аппарат Акима Жана тилекского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4802/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4802/1/about/structure?lang=ru,Аппарат Акима Бестерекского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4785/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4785/1/about/structure?lang=ru,Аппарат Акима Алтыншокинского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4764/1,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure/departments/leadership/4764/1/about/structure?lang=ru,Аппарат Акима Акжарского сельского округа Урджарского района области Абай,abay-urzhar
https://www.gov.kz/memleket/entities/abay-kokpekti-ulgilimalshy,abay-kokpekti-ulgilimalshy,https://www.gov.kz/memleket/entities/abay-kokpekti-ulgilimalshy/about/structure?lang=ru,Аппарат акима Ульгулималшинского сельского округа Кокпектинского района области Абай,abay-kokpekti-ulgilimalshy
https://www.gov.kz/memleket/entities/abay-kokpekti-terekti,abay-kokpekti-terekti,https://www.gov.kz/memleket/entities/abay-kokpekti-terekti/about/structure?lang=ru,Аппарат акима Теректинского сельского округа Кокпектинского района области Абай,abay-kokpekti-terekti
https://www.gov.kz/memleket/entities/abay-kokpekti-kokzhaiyk,abay-kokpekti-kokzhaiyk,https://www.gov.kz/memleket/entities/abay-kokpekti-kokzhaiyk/about/structure?lang=ru,Аппарат акима Кокжайыкского сельского округа Кокпектинского района области Абай,abay-kokpekti-kokzhaiyk
https://www.gov.kz/memleket/entities/abay-kokpekti-district,abay-kokpekti-district,https://www.gov.kz/memleket/entities/abay-kokpekti-district/about/structure?lang=ru,Аппарат акима Кокпектинского сельского округа Кокпектинского района области Абай,abay-kokpekti-district
https://www.gov.kz/memleket/entities/abay-kokpekti-bighash,abay-kokpekti-bighash,https://www.gov.kz/memleket/entities/abay-kokpekti-bighash/about/structure?lang=ru,Аппарат акима Бигашского сельского округа Кокпектинского района области Абай,abay-kokpekti-bighash
https://www.gov.kz/memleket/entities/abay-kokpekti-aukhadiev,abay-kokpekti-aukhadiev,https://www.gov.kz/memleket/entities/abay-kokpekti-aukhadiev/about/structure?lang=ru,Аппарат акима сельского округа им.Койгельды Аухадиева Кокпектинского района области Абай,abay-kokpekti-aukhadiev
https://www.gov.kz/memleket/entities/abay-kokpekti-tassay,abay-kokpekti-tassay,https://www.gov.kz/memleket/entities/abay-kokpekti-tassay/about/structure?lang=ru,Аппарат акима Тассайского сельского округа Кокпектинского района области Абай,abay-kokpekti-tassay
https://www.gov.kz/memleket/entities/abay-kokpekti-shugalbay,abay-kokpekti-shugalbay,https://www.gov.kz/memleket/entities/abay-kokpekti-shugalbay/about/structure?lang=ru,Аппарат акима Шугылбайского сельского округа Кокпектинского района области Абай,abay-kokpekti-shugalbay
https://www.gov.kz/memleket/entities/abay-kokpekti-ulkenboken,abay-kokpekti-ulkenboken,https://www.gov.kz/memleket/entities/abay-kokpekti-ulkenboken/about/structure?lang=ru,Аппарат акима Улкенбокенского сельского округа Кокпектинского района области Абай,abay-kokpekti-ulkenboken
https://www.gov.kz/memleket/entities/abay-zharma-qarasu,abay-zharma-qarasu,https://www.gov.kz/memleket/entities/abay-zharma-qarasu/about/structure?lang=ru,Аппарат акима Карасуского сельского округа района Жарма области Абай,abay-zharma-qarasu
https://www.gov.kz/memleket/entities/abay-zharma-belterek,abay-zharma-belterek,https://www.gov.kz/memleket/entities/abay-zharma-belterek/about/structure?lang=ru,Аппарат акима Бельтерекского сельского округа района Жарма области Абай,abay-zharma-belterek
https://www.gov.kz/memleket/entities/abay-zharma-aqzhal,abay-zharma-aqzhal,https://www.gov.kz/memleket/entities/abay-zharma-aqzhal/about/structure?lang=ru,Аппарат акима Акжальского сельского округа Жарминского района области Абай,abay-zharma-aqzhal
https://www.gov.kz/memleket/entities/abay-zharma-shalabai,abay-zharma-shalabai,https://www.gov.kz/memleket/entities/abay-zharma-shalabai/about/structure?lang=ru,Аппарат акима Шалабайского сельского округа Жарминского района области Абай,abay-zharma-shalabai
https://www.gov.kz/memleket/entities/abay-zharma-qapanbulaq,abay-zharma-qapanbulaq,https://www.gov.kz/memleket/entities/abay-zharma-qapanbulaq/about/structure?lang=ru,Аппарат акима Капанбулакского сельского округа района Жарма области Абай,abay-zharma-qapanbulaq
https://www.gov.kz/memleket/entities/abay-zharma-district,abay-zharma-district,https://www.gov.kz/memleket/entities/abay-zharma-district/about/structure?lang=ru,Аппарат акима Жарминского сельского округа района Жарма области Абай,abay-zharma-district
https://www.gov.kz/memleket/entities/abay-zharma-birlikshil,abay-zharma-birlikshil,https://www.gov.kz/memleket/entities/abay-zharma-birlikshil/about/structure?lang=ru,Аппарат акима Бирликшильского сельского округа Жариминского района области Абай,abay-zharma-birlikshil
https://www.gov.kz/memleket/entities/abay-zharma-birlik,abay-zharma-birlik,https://www.gov.kz/memleket/entities/abay-zharma-birlik/about/structure?lang=ru,Аппарат акима Бирликского сельского округа района Жарма области Абай,abay-zharma-birlik
https://www.gov.kz/memleket/entities/abay-zharma-bozhegur,abay-zharma-bozhegur,https://www.gov.kz/memleket/entities/abay-zharma-bozhegur/about/structure?lang=ru,Аппарат акима Божегурского сельского округа района Жарма области Абай,abay-zharma-bozhegur
https://www.gov.kz/memleket/entities/abay-zharma-auezov,abay-zharma-auezov,https://www.gov.kz/memleket/entities/abay-zharma-auezov/about/structure?lang=ru,Аппарат акима Ауэзовского сельского округа района Жарма области Абай,abay-zharma-auezov
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5087/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5087/1/about/structure?lang=ru,Таврический сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5085/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5085/1/about/structure?lang=ru,Степной сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5083/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5083/1/about/structure?lang=ru,Подборный сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5082/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5082/1/about/structure?lang=ru,Петропавловский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5050/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5050/1/about/structure?lang=ru,Переменовский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5046/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5046/1/about/structure?lang=ru,Новошульбинский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5037/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5037/1/about/structure?lang=ru,Новопокровский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5026/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5026/1/about/structure?lang=ru,Новодворовский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5024/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5024/1/about/structure?lang=ru,Кунарлинский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5012/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5012/1/about/structure?lang=ru,Красноярский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5009/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5009/1/about/structure?lang=ru,Зубаирский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5008/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5008/1/about/structure?lang=ru,Жерновский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5006/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5006/1/about/structure?lang=ru,Жезкентский поселковый округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5002/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5002/1/about/structure?lang=ru,Дмитриевский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5000/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/5000/1/about/structure?lang=ru,Бородулихинский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/4950/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/4950/1/about/structure?lang=ru,Бель-Агачский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/4948/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/4948/1/about/structure?lang=ru,Бакинский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/4942/1,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure/departments/leadership/4942/1/about/structure?lang=ru,Андреевский сельский округ,abay-boroduliha
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5113/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5113/1/about/structure?lang=ru,"ГУ ""Аппарат акима Карабасского сельского округа Бескарагайского района области Абай""",abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5111/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5111/1/about/structure?lang=ru,Аппарат акима Ерназаровского сельского округа Бескарагайского района области Абай,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5106/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5106/1/about/structure?lang=ru,ГУ «Аппарат акима Баскольского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5088/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5088/1/about/structure?lang=ru,ГУ «Аппарат акима Долонского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5086/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5086/1/about/structure?lang=ru,ГУ «Аппарат акима М-Владимироского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5084/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5084/1/about/structure?lang=ru,ГУ «Аппарат акима Канонерского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5072/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5072/1/about/structure?lang=ru,ГУ «Аппарат акима Глуховского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5070/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5070/1/about/structure?lang=ru,ГУ «Аппарат акима Жетижарского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5060/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5060/1/about/structure?lang=ru,ГУ «Аппарат акима Бегенского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5055/1,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure/departments/leadership/5055/1/about/structure?lang=ru,ГУ «Аппарат акима Бескарагайского сельского округа Бескарагайского района области Абай»,abay-beskaragay
https://www.gov.kz/memleket/entities/abay-ayagoz-district,abay-ayagoz-district,https://www.gov.kz/memleket/entities/abay-ayagoz-district/about/structure?lang=ru,Аппарат акима города Аягоз района Аягоз области Абай,abay-ayagoz-district
https://www.gov.kz/memleket/entities/abay-ayagoz-tarbagatai,abay-ayagoz-tarbagatai,https://www.gov.kz/memleket/entities/abay-ayagoz-tarbagatai/about/structure?lang=ru,Аппарат акима Тарбагатайского сельского окурга Аягозского района области Абай,abay-ayagoz-tarbagatai
https://www.gov.kz/memleket/entities/abay-ayagoz-tarlauly,abay-ayagoz-tarlauly,https://www.gov.kz/memleket/entities/abay-ayagoz-tarlauly/about/structure?lang=ru,Аппарат акима Тарлаулинского сельского округа района Аягоз области Абай,abay-ayagoz-tarlauly
https://www.gov.kz/memleket/entities/abay-ayagoz-mamyrsu,abay-ayagoz-mamyrsu,https://www.gov.kz/memleket/entities/abay-ayagoz-mamyrsu/about/structure?lang=ru,Аппарат акима Мамырсуского сельского округа района Аягоз области Абай,abay-ayagoz-mamyrsu
https://www.gov.kz/memleket/entities/abay-ayagoz-saryarqa,abay-ayagoz-saryarqa,https://www.gov.kz/memleket/entities/abay-ayagoz-saryarqa/about/structure?lang=ru,Аппарат акима Сарыаркинского сельского округа района Аягоз области Абай,abay-ayagoz-saryarqa
https://www.gov.kz/memleket/entities/abay-ayagoz-orken,abay-ayagoz-orken,https://www.gov.kz/memleket/entities/abay-ayagoz-orken/about/structure?lang=ru,Аппарат акима Оркенского сельского округа района Аягоз области Абай,abay-ayagoz-orken
https://www.gov.kz/memleket/entities/abay-ayagoz-naryn,abay-ayagoz-naryn,https://www.gov.kz/memleket/entities/abay-ayagoz-naryn/about/structure?lang=ru,Аппарат акима Нарынского сельского округа района Аягоз области Абай,abay-ayagoz-naryn
https://www.gov.kz/memleket/entities/abay-ayagoz-mynbulaq,abay-ayagoz-mynbulaq,https://www.gov.kz/memleket/entities/abay-ayagoz-mynbulaq/about/structure?lang=ru,Аппарат акима Мынбулакского сельского округа района Аягоз области Абай,abay-ayagoz-mynbulaq
https://www.gov.kz/memleket/entities/abay-ayagoz-malkeldi,abay-ayagoz-malkeldi,https://www.gov.kz/memleket/entities/abay-ayagoz-malkeldi/about/structure?lang=ru,Аппарат акима Малгельдинского сельского округа района Аягоз области Абай,abay-ayagoz-malkeldi
https://www.gov.kz/memleket/entities/abay-ayagoz-mailin,abay-ayagoz-mailin,https://www.gov.kz/memleket/entities/abay-ayagoz-mailin/about/structure?lang=ru,Аппарат акима Майлинского сельского округа района Аягоз области Абай,abay-ayagoz-mailin
https://www.gov.kz/memleket/entities/abay-ayagoz-madeniet,abay-ayagoz-madeniet,https://www.gov.kz/memleket/entities/abay-ayagoz-madeniet/about/structure?lang=ru,Аппарат акима Мадениетского сельского округа района Аягоз области Абай,abay-ayagoz-madeniet
https://www.gov.kz/memleket/entities/abay-ayagoz-qoshagash,abay-ayagoz-qoshagash,https://www.gov.kz/memleket/entities/abay-ayagoz-qoshagash/about/structure?lang=ru,Аппарат акима Косагашского сельского округа района Аягоз области Абай,abay-ayagoz-qoshagash
https://www.gov.kz/memleket/entities/abay-ayagoz-qopa,abay-ayagoz-qopa,https://www.gov.kz/memleket/entities/abay-ayagoz-qopa/about/structure?lang=ru,Аппарат акима Копинского сельского округа района Аягоз области Абай,abay-ayagoz-qopa
https://www.gov.kz/memleket/entities/abay-ayagoz-qaraagash,abay-ayagoz-qaraagash,https://www.gov.kz/memleket/entities/abay-ayagoz-qaraagash/about/structure?lang=ru,Аппарат акима Карагашского сельского округа района Аягоз области Абай,abay-ayagoz-qaraagash
https://www.gov.kz/memleket/entities/abay-ayagoz-emeltau,abay-ayagoz-emeltau,https://www.gov.kz/memleket/entities/abay-ayagoz-emeltau/about/structure?lang=ru,Аппарат акима Емелтауского сельского округа района Аягоз области Абай,abay-ayagoz-emeltau
https://www.gov.kz/memleket/entities/abay-ayagoz-bidaiyq,abay-ayagoz-bidaiyq,https://www.gov.kz/memleket/entities/abay-ayagoz-bidaiyq/about/structure?lang=ru,Аппарат акима Бидайыкского сельского округа района Аягоз области Абай,abay-ayagoz-bidaiyq
https://www.gov.kz/memleket/entities/abay-ayagoz-barshatas,abay-ayagoz-barshatas,https://www.gov.kz/memleket/entities/abay-ayagoz-barshatas/about/structure?lang=ru,Аппарат акима Баршатасского сельского округа района Аягоз области Абай,abay-ayagoz-barshatas
https://www.gov.kz/memleket/entities/abay-ayagoz-baiqoshqar,abay-ayagoz-baiqoshqar,https://www.gov.kz/memleket/entities/abay-ayagoz-baiqoshqar/about/structure?lang=ru,Аппарат акима Байкошкарского сельского округа района Аягоз области Абай,abay-ayagoz-baiqoshqar
https://www.gov.kz/memleket/entities/abay-ayagoz-aqshi,abay-ayagoz-aqshi,https://www.gov.kz/memleket/entities/abay-ayagoz-aqshi/about/structure?lang=ru,Аппарат акима Акшийского сельского округа района Аягоз области Абай,abay-ayagoz-aqshi
https://www.gov.kz/memleket/entities/abay-ayagoz-aqshauli,abay-ayagoz-aqshauli,https://www.gov.kz/memleket/entities/abay-ayagoz-aqshauli/about/structure?lang=ru,Аппарат акима Акшаулинского сельского округа района Аягоз области Абай,abay-ayagoz-aqshauli
https://www.gov.kz/memleket/entities/abay-ayagoz-aqshatau,abay-ayagoz-aqshatau,https://www.gov.kz/memleket/entities/abay-ayagoz-aqshatau/about/structure?lang=ru,Аппарат акима Акшатауского сельского округа района Аягоз области Абай,abay-ayagoz-aqshatau
